year,title,gross
2000,How the Grinch Stole Christmas,"$251,628,905"
2000,Mission: Impossible II,"$215,409,889"
2000,Gladiator,"$186,610,052"
2000,The Perfect Storm,"$182,618,434"
2000,Meet the Parents,"$161,146,255"
2000,X-Men,"$157,299,718"
2000,Scary Movie,"$157,019,771"
2000,What Lies Beneath,"$155,359,812"
2000,Dinosaur,"$137,748,063"
2000,Erin Brockovich,"$125,595,205"
2000,Nutty Professor II: The Klumps,"$123,305,415"
2000,Charlie's Angels,"$122,693,797"
2000,Big Momma's House,"$117,559,438"
2000,Remember the Titans,"$113,546,621"
2000,The Patriot,"$113,330,342"
2000,What Women Want,"$110,187,917"
2000,Chicken Run,"$106,834,564"
2000,Gone in 60 Seconds,"$101,648,571"
2000,Cast Away,"$100,628,725"
2000,"Me, Myself & Irene","$90,570,999"
2000,Space Cowboys,"$90,107,204"
2000,Scream 3,"$89,143,175"
2000,Unbreakable,"$88,304,876"
2000,U-571,"$77,122,415"
2000,Hollow Man,"$73,209,340"
2000,Stuart Little,"$72,701,240"
2000,Shaft,"$70,334,258"
2000,The Green Mile,"$69,839,360"
2000,The Kid,"$69,691,949"
2000,Rugrats in Paris,"$68,941,692"
2000,Road Trip,"$68,540,777"
2000,Bring It On,"$68,337,590"
2000,Rules of Engagement,"$61,335,230"
2000,The Cell,"$61,334,059"
2000,Mission to Mars,"$60,883,407"
2000,Coyote Ugly,"$60,786,269"
2000,Snow Day,"$60,020,107"
2000,Fantasia 2000,"$59,809,390"
2000,American Beauty,"$59,267,786"
2000,Next Friday,"$57,328,603"
2000,The Whole Nine Yards,"$57,262,492"
2000,Shanghai Noon,"$56,937,502"
2000,Romeo Must Die,"$55,973,336"
2000,102 Dalmatians,"$55,552,178"
2000,The Cider House Rules,"$54,535,422"
2000,Final Destination,"$53,331,147"
2000,The Talented Mr. Ripley,"$51,726,616"
2000,Galaxy Quest,"$51,665,118"
2000,The Road to El Dorado,"$50,863,742"
2000,The Hurricane,"$50,336,689"
2000,Vertical Limit,"$49,834,850"
2000,Men of Honor,"$47,357,207"
2000,Toy Story 2,"$46,009,125"
2000,The Tigger Movie,"$45,554,533"
2000,Frequency,"$45,010,278"
2000,The Replacements,"$44,737,059"
2000,Pokémon the Movie 2000,"$43,758,684"
2000,Miss Congeniality,"$41,784,460"
2000,Any Given Sunday,"$39,882,713"
2000,The Beach,"$39,785,027"
2000,The Exorcist2000 Director's Cut,"$39,671,011"
2000,Pitch Black,"$39,240,659"
2000,The Emperor's New Groove,"$38,960,149"
2000,The Family Man,"$38,817,090"
2000,Little Nicky,"$38,801,062"
2000,The Original Kings of Comedy,"$38,182,790"
2000,Autumn in New York,"$37,761,915"
2000,Bedazzled,"$37,472,420"
2000,28 Days,"$37,170,488"
2000,Keeping the Faith,"$37,047,880"
2000,Bounce,"$36,637,217"
2000,Hanging Up,"$36,050,230"
2000,The Flintstones in Viva Rock Vegas,"$35,268,275"
2000,The Skulls,"$35,046,120"
2000,Mysteries of Egypt,"$34,271,224"
2000,The 6th Day,"$34,259,361"
2000,My Dog Skip,"$34,134,641"
2000,Where the Heart Is,"$33,772,838"
2000,"Dude, Where's My Car?","$33,113,843"
2000,Pay It Forward,"$32,960,771"
2000,Return to Me,"$32,722,798"
2000,Almost Famous,"$31,932,799"
2000,The Legend of Bagger Vance,"$30,688,488"
2000,The Art of War,"$30,208,599"
2000,Bless the Child,"$29,381,494"
2000,The Watcher,"$28,946,615"
2000,"Girl, Interrupted","$28,562,738"
2000,Love & Basketball,"$27,459,615"
2000,High Fidelity,"$27,287,137"
2000,Book of Shadows: Blair Witch 2,"$26,437,094"
2000,Proof of Life,"$26,380,380"
2000,The Adventures of Rocky & Bullwinkle,"$26,005,820"
2000,Nurse Betty,"$25,170,054"
2000,Bicentennial Man,"$24,838,165"
2000,Deuce Bigalow: Male Gigolo,"$23,565,651"
2000,Reindeer Games,"$23,244,837"
2000,Titan A.E.,"$22,753,426"
2000,Boys and Girls,"$21,799,652"
2000,Magnolia,"$21,540,572"
2000,Battlefield Earth,"$21,471,685"
2000,Urban Legends: Final Cut,"$21,468,807"
2000,Down to You,"$20,069,008"
2000,Wonder Boys,"$19,272,097"
2000,Anna and the King,"$18,745,638"
2000,The Ninth Gate,"$18,661,336"
2000,Dracula 2000,"$18,347,231"
2000,The Contender,"$17,793,086"
2000,The Sixth Sense,"$17,392,617"
2000,Small Time Crooks,"$17,266,359"
2000,Red Planet,"$17,224,802"
2000,Center Stage,"$17,200,925"
2000,Best in Show,"$17,077,142"
2000,Boiler Room,"$16,970,581"
2000,Billy Elliot,"$16,875,428"
2000,Lost Souls,"$16,815,253"
2000,Eye of the Beholder,"$16,500,786"
2000,Thomas and the Magic Railroad,"$15,891,056"
2000,Loser,"$15,618,626"
2000,Drowning Mona,"$15,506,764"
2000,Bait,"$15,325,127"
2000,American Psycho,"$15,070,285"
2000,Get Carter,"$14,967,182"
2000,The Next Best Thing,"$14,941,324"
2000,Man on the Moon,"$14,682,505"
2000,Snow Falling on Cedars,"$14,316,301"
2000,Michael Jordan to the Max,"$14,289,413"
2000,Supernova,"$14,230,455"
2000,Dungeons & Dragons,"$13,964,757"
2000,The Ladies Man,"$13,616,610"
2000,The Little Vampire,"$13,572,400"
2000,Dr. T & the Women,"$13,113,041"
2000,The Crew,"$13,023,075"
2000,Everest,"$13,008,988"
2000,Angela's Ashes,"$12,903,522"
2000,Highlander: Endgame,"$12,811,858"
2000,Ready to Rumble,"$12,394,327"
2000,"Crouching Tiger, Hidden Dragon","$12,187,815"
2000,Saving Grace,"$12,178,602"
2000,Drunken Master II,"$11,555,430"
2000,The World Is Not Enough,"$11,365,512"
2000,Here on Earth,"$10,522,168"
2000,Lucky Numbers,"$10,042,516"
2000,Godzilla 2000,"$10,037,390"
2000,3 Strikes,"$9,832,166"
2000,Digimon: The Movie,"$9,631,153"
2000,The End of the Affair,"$9,551,124"
2000,Sleepy Hollow,"$9,454,475"
2000,Boys Don't Cry,"$8,926,795"
2000,Whatever It Takes,"$8,745,680"
2000,Cirque du Soleil: Journey of Man,"$8,665,626"
2000,Play It to the Bone,"$8,430,780"
2000,T-Rex: Back to the Cretaceous,"$8,260,384"
2000,Galapagos,"$7,801,785"
2000,Screwed,"$7,027,345"
2000,All the Pretty Horses,"$6,817,435"
2000,I Dreamed of Africa,"$6,651,522"
2000,All About My Mother,"$6,385,732"
2000,Sunshine,"$6,377,468"
2000,What Planet Are You From?,"$6,291,602"
2000,Croupier,"$6,201,143"
2000,Topsy-Turvy,"$6,068,998"
2000,The Way of the Gun,"$6,055,661"
2000,Where the Money Is,"$5,661,798"
2000,The in Crowd,"$5,280,035"
2000,Black & White,"$5,277,299"
2000,Gossip,"$5,108,820"
2000,Woman on Top,"$5,020,111"
2000,End of Days,"$4,988,944"
2000,Being John Malkovich,"$4,980,937"
2000,The Virgin Suicides,"$4,906,229"
2000,Duets,"$4,739,023"
2000,Held Up,"$4,705,631"
2000,The Tao of Steve,"$4,342,203"
2000,Dancer in the Dark,"$4,184,036"
2000,East Is East,"$4,177,818"
2000,Whipped,"$4,159,986"
2000,Finding Forrester,"$4,026,419"
2000,You Can Count on Me,"$3,671,059"
2000,CyberWorld,"$3,640,193"
2000,Chocolat,"$3,471,055"
2000,Extreme,"$3,468,653"
2000,Price of Glory,"$3,440,228"
2000,Sweet and Lowdown,"$3,438,209"
2000,Island of the Sharks,"$3,428,031"
2000,Ghost Dog: The Way of the Samurai,"$3,308,029"
2000,The Big Kahuna,"$3,165,544"
2000,Beautiful,"$3,157,348"
2000,Siegfried & Roy: The Magic Box,"$3,069,116"
2000,The Insider,"$3,064,931"
2000,The Bone Collector,"$3,059,175"
2000,Quills,"$3,015,756"
2000,Isn't She Great,"$2,962,465"
2000,Up at the Villa,"$2,933,161"
2000,Requiem for a Dream,"$2,813,757"
2000,Alien Adventure,"$2,806,793"
2000,Double Jeopardy,"$2,754,826"
2000,Africa's Elephant Kingdom,"$2,706,607"
2000,God's Army,"$2,693,795"
2000,Wolves,"$2,643,337"
2000,Mansfield Park,"$2,634,754"
2001,Harry Potter and the Sorcerer's Stone,"$288,516,414"
2001,Shrek,"$267,665,011"
2001,"Monsters, Inc.","$237,466,244"
2001,Rush Hour 2,"$226,164,286"
2001,The Mummy Returns,"$202,019,785"
2001,Pearl Harbor,"$198,542,554"
2001,Jurassic Park III,"$181,171,875"
2001,Planet of the Apes,"$179,737,919"
2001,Hannibal,"$165,092,268"
2001,The Lord of the Rings: The Fellowship of the Ring,"$163,871,215"
2001,American Pie 2,"$145,103,595"
2001,The Fast and the Furious,"$144,533,925"
2001,Ocean's Eleven,"$132,148,523"
2001,Lara Croft: Tomb Raider,"$131,168,070"
2001,Traffic,"$123,821,766"
2001,Cast Away,"$123,211,641"
2001,"Crouching Tiger, Hidden Dragon","$116,297,316"
2001,Dr. Dolittle 2,"$112,952,899"
2001,Spy Kids,"$112,719,001"
2001,The Princess Diaries,"$108,164,921"
2001,The Others,"$96,522,687"
2001,Legally Blonde,"$96,520,674"
2001,America's Sweethearts,"$93,607,673"
2001,Cats & Dogs,"$93,385,515"
2001,Save the Last Dance,"$91,057,006"
2001,Atlantis: The Lost Empire,"$84,056,472"
2001,A.I. Artificial Intelligence,"$78,616,689"
2001,Training Day,"$76,631,907"
2001,Along Came a Spider,"$74,078,174"
2001,What Women Want,"$72,624,146"
2001,Bridget Jones's Diary,"$71,543,427"
2001,Scary Movie 2,"$71,308,997"
2001,The Score,"$71,107,711"
2001,Swordfish,"$69,772,969"
2001,Vanilla Sky,"$68,620,163"
2001,Shallow Hal,"$68,352,745"
2001,Chocolat,"$68,038,305"
2001,The Mexican,"$66,845,033"
2001,Miss Congeniality,"$65,033,094"
2001,Down to Earth,"$64,186,502"
2001,Spy Game,"$60,840,050"
2001,The Wedding Planner,"$60,400,856"
2001,The Animal,"$57,743,291"
2001,Moulin Rouge!,"$57,039,601"
2001,Rat Race,"$56,618,055"
2001,A Knight's Tale,"$56,569,702"
2001,Don't Say a Word,"$54,916,382"
2001,Blow,"$52,990,775"
2001,Exit Wounds,"$51,758,599"
2001,Enemy at the Gates,"$51,401,758"
2001,K-PAX,"$50,295,015"
2001,Behind Enemy Lines,"$50,215,028"
2001,Serendipity,"$50,056,224"
2001,Finding Forrester,"$47,778,290"
2001,Jimmy Neutron: Boy Genius,"$45,701,766"
2001,Zoolander,"$45,104,133"
2001,Domestic Disturbance,"$44,723,385"
2001,"O Brother, Where Art Thou?","$44,288,980"
2001,The One,"$43,905,746"
2001,Thir13en Ghosts,"$41,867,960"
2001,Bandits,"$41,393,367"
2001,Heartbreakers,"$40,336,607"
2001,Hardball,"$40,042,117"
2001,Evolution,"$38,345,494"
2001,Jeepers Creepers,"$37,904,175"
2001,The Emperor's New Groove,"$37,711,468"
2001,Kiss of the Dragon,"$36,845,124"
2001,Recess: School's Out,"$36,706,141"
2001,Ali,"$36,694,948"
2001,The Family Man,"$36,622,975"
2001,Thirteen Days,"$34,332,515"
2001,See Spot Run,"$33,357,476"
2001,Driven,"$32,720,065"
2001,What's the Worst That Could Happen?,"$32,269,834"
2001,Final Fantasy: The Spirits Within,"$32,131,830"
2001,Black Knight,"$31,507,862"
2001,From Hell,"$31,485,734"
2001,Not Another Teen Movie,"$30,864,800"
2001,Snatch,"$30,290,494"
2001,Riding in Cars with Boys,"$30,165,536"
2001,Jay and Silent Bob Strike Back,"$30,085,147"
2001,Double Take,"$29,831,583"
2001,Baby Boy,"$28,734,552"
2001,The Brothers,"$27,457,409"
2001,Someone Like You,"$27,343,067"
2001,Joe Dirt,"$27,087,695"
2001,The Musketeer,"$27,073,640"
2001,Crocodile Dundee in Los Angeles,"$25,635,682"
2001,Memento,"$25,544,867"
2001,Captain Corelli's Mandolin,"$25,543,895"
2001,Sweet November,"$25,288,103"
2001,15 Minutes,"$24,403,552"
2001,Hearts in Atlantis,"$24,185,781"
2001,Angel Eyes,"$24,174,218"
2001,Corky Romano,"$23,617,484"
2001,Heist,"$23,510,841"
2001,Kingdom Come,"$23,249,649"
2001,Two Can Play That Game,"$22,235,901"
2001,Joy Ride,"$21,974,919"
2001,Valentine,"$20,384,136"
2001,Summer Catch,"$19,753,553"
2001,The Pledge,"$19,733,089"
2001,Vertical Limit,"$19,408,555"
2001,Saving Silverman,"$19,402,030"
2001,The Last Castle,"$18,244,060"
2001,How High,"$18,233,820"
2001,The Glass House,"$18,150,259"
2001,Kate & Leopold,"$17,222,281"
2001,Pokémon 3 the Movie: Spell of the Unown,"$17,052,128"
2001,Rock Star,"$17,008,282"
2001,Max Keeble's Big Move,"$17,004,127"
2001,Crazy/Beautiful,"$16,937,988"
2001,Original Sin,"$16,534,221"
2001,O,"$16,025,437"
2001,The Majestic,"$15,923,251"
2001,A Beautiful Mind,"$15,876,796"
2001,Amélie,"$15,789,200"
2001,3000 Miles to Graceland,"$15,749,959"
2001,Life as a House,"$15,636,354"
2001,Iron Monkey,"$14,694,904"
2001,Dracula 2000,"$14,675,536"
2001,Joe Somebody,"$14,577,095"
2001,Josie and the Pussycats,"$14,271,015"
2001,Freddy Got Fingered,"$14,254,993"
2001,The Tailor of Panama,"$13,729,742"
2001,"Dude, Where's My Car?","$13,615,951"
2001,Osmosis Jones,"$13,596,911"
2001,Out Cold,"$13,563,173"
2001,Tomcats,"$13,558,739"
2001,American Outlaws,"$13,342,790"
2001,Sugar & Spice,"$13,305,101"
2001,The Gift,"$11,965,167"
2001,Get Over It,"$11,576,464"
2001,Antitrust,"$11,328,094"
2001,Head Over Heels,"$10,424,470"
2001,The Wash,"$9,952,394"
2001,102 Dalmatians,"$9,400,238"
2001,The Royal Tenenbaums,"$9,234,863"
2001,The Deep End,"$8,823,109"
2001,All the Pretty Horses,"$8,722,914"
2001,Ghosts of Mars,"$8,709,640"
2001,Pollock,"$8,554,349"
2001,How the Grinch Stole Christmas,"$8,415,920"
2001,Shadow of the Vampire,"$8,093,543"
2001,The Closet,"$8,067,083"
2001,The Curse of the Jade Scorpion,"$7,517,191"
2001,Bones,"$7,316,658"
2001,The Forsaken,"$7,288,451"
2001,CyberWorld,"$7,021,984"
2001,Sexy Beast,"$6,946,056"
2001,The Man Who Wasn't There,"$6,816,671"
2001,Town & Country,"$6,719,973"
2001,Shackleton's Antarctic Adventure,"$6,448,117"
2001,One Night at McCool's,"$6,290,673"
2001,Ghost World,"$6,050,125"
2001,Megiddo: The Omega Code 2,"$6,047,691"
2001,Rugrats in Paris,"$5,952,040"
2001,You Can Count on Me,"$5,745,743"
2001,State and Main,"$5,660,382"
2001,Mulholland Drive,"$5,588,478"
2001,Say It Isn't So,"$5,520,393"
2001,Unbreakable,"$5,485,999"
2001,Monkeybone,"$5,411,999"
2001,Amores Perros,"$5,408,467"
2001,Made,"$5,313,300"
2001,Billy Elliot,"$5,119,832"
2001,Meet the Parents,"$5,097,790"
2001,Bubble Boy,"$5,007,898"
2001,Just Visiting,"$4,781,539"
2001,Bread and Tulips,"$4,778,389"
2001,Apocalypse Now Redux2001 Re-release,"$4,626,290"
2001,Tortilla Soup,"$4,467,615"
2001,Proof of Life,"$4,407,691"
2001,On the Line,"$4,365,455"
2001,Michael Jordan to the Max,"$4,361,106"
2001,Cirque du Soleil: Journey of Man,"$4,306,004"
2001,Glitter,"$4,274,407"
2001,Left Behind: The Movie,"$4,224,065"
2001,Quills,"$4,049,571"
2001,The Anniversary Party,"$4,047,329"
2001,Before Night Falls,"$4,043,927"
2001,With a Friend Like Harry...,"$3,830,441"
2001,Galapagos,"$3,682,423"
2001,Pootie Tang,"$3,313,583"
2001,Widow of St. Pierre,"$3,292,361"
2001,Soul Survivors,"$3,111,545"
2001,Malena,"$3,087,499"
2001,Hedwig and the Angry Inch,"$3,067,312"
2001,Songcatcher,"$3,059,834"
2001,The Golden Bowl,"$3,050,532"
2001,The House of Mirth,"$2,905,191"
2001,In the Mood for Love,"$2,738,980"
2001,Les Boys III,"$2,702,207"
2001,T-Rex: Back to the Cretaceous,"$2,637,723"
2001,Charlie's Angels,"$2,611,748"
2001,The Dish,"$2,552,992"
2001,Waking Life,"$2,523,640"
2001,Himalaya2001 Re-release,"$2,401,282"
2001,Gabriela,"$2,335,352"
2001,Sidewalks of New York,"$2,321,658"
2002,Spider-Man,"$403,706,375"
2002,Star Wars: Episode II - Attack of the Clones,"$302,191,252"
2002,Harry Potter and the Chamber of Secrets,"$243,867,371"
2002,Signs,"$227,486,621"
2002,My Big Fat Greek Wedding,"$223,900,343"
2002,The Lord of the Rings: The Two Towers,"$218,595,905"
2002,Austin Powers in Goldmember,"$212,864,437"
2002,Men in Black II,"$190,418,803"
2002,Ice Age,"$176,387,405"
2002,A Beautiful Mind,"$154,865,545"
2002,Scooby-Doo,"$153,294,164"
2002,The Lord of the Rings: The Fellowship of the Ring,"$149,492,899"
2002,Die Another Day,"$148,765,559"
2002,Lilo & Stitch,"$145,794,338"
2002,xXx,"$142,052,700"
2002,The Santa Clause 2,"$136,568,619"
2002,Minority Report,"$132,072,926"
2002,The Ring,"$126,853,967"
2002,Mr. Deeds,"$126,293,452"
2002,Sweet Home Alabama,"$125,162,368"
2002,The Bourne Identity,"$121,661,683"
2002,The Sum of All Fears,"$118,907,036"
2002,8 Mile,"$114,825,865"
2002,Black Hawk Down,"$108,417,454"
2002,Road to Perdition,"$104,454,762"
2002,Panic Room,"$96,397,334"
2002,Red Dragon,"$93,124,155"
2002,The Scorpion King,"$91,047,077"
2002,Spy Kids 2: Island of Lost Dreams,"$85,426,231"
2002,Blade II,"$82,348,319"
2002,Snow Dogs,"$81,172,560"
2002,We Were Soldiers,"$78,122,718"
2002,Barbershop,"$75,600,370"
2002,The Rookie,"$75,600,072"
2002,Spirit: Stallion of the Cimarron,"$73,280,117"
2002,John Q,"$71,756,802"
2002,Divine Secrets of the Ya-Ya Sisterhood,"$69,599,016"
2002,Insomnia,"$67,355,513"
2002,Changing Lanes,"$66,818,548"
2002,Stuart Little 2,"$64,883,156"
2002,Jackass: The Movie,"$64,088,388"
2002,Catch Me If You Can,"$62,572,761"
2002,Maid in Manhattan,"$62,130,801"
2002,The Time Machine,"$56,832,494"
2002,The Count of Monte Cristo,"$54,234,062"
2002,Unfaithful,"$52,775,765"
2002,Like Mike,"$51,432,760"
2002,Ocean's Eleven,"$51,268,627"
2002,The Tuxedo,"$50,449,608"
2002,Two Weeks Notice,"$50,201,319"
2002,Return to Never Land,"$48,430,258"
2002,Big Fat Liar,"$48,360,547"
2002,The Royal Tenenbaums,"$43,127,147"
2002,Reign of Fire,"$43,061,982"
2002,High Crimes,"$41,543,917"
2002,About a Boy,"$41,385,278"
2002,A Walk to Remember,"$41,281,092"
2002,Orange County,"$41,076,018"
2002,Windtalkers,"$40,914,068"
2002,Gosford Park,"$40,895,232"
2002,Blue Crush,"$40,390,647"
2002,The Master of Disguise,"$40,388,794"
2002,I Am Sam,"$40,263,224"
2002,Resident Evil,"$40,119,709"
2002,Collateral Damage,"$40,077,257"
2002,Enough,"$40,007,742"
2002,Drumline,"$39,116,389"
2002,Undercover Brother,"$39,089,928"
2002,Showtime,"$38,082,712"
2002,40 Days and 40 Nights,"$37,950,822"
2002,Crossroads,"$37,191,304"
2002,Clockstoppers,"$36,989,956"
2002,The Mothman Prophecies,"$35,746,370"
2002,Star Trek: Nemesis,"$35,494,352"
2002,E.T. the Extra-Terrestrial20th Anniversary,"$35,306,015"
2002,Jimmy Neutron: Boy Genius,"$35,234,466"
2002,K-19: The Widowmaker,"$35,168,966"
2002,Gangs of New York,"$34,325,000"
2002,In the Bedroom,"$33,985,039"
2002,Treasure Planet,"$33,767,017"
2002,I Spy,"$33,297,730"
2002,Friday After Next,"$32,351,900"
2002,Vanilla Sky,"$31,997,193"
2002,Murder by Numbers,"$31,945,749"
2002,One Hour Photo,"$31,587,882"
2002,Monster's Ball,"$31,111,028"
2002,Halloween: Resurrection,"$30,354,442"
2002,Queen of the Damned,"$30,336,800"
2002,Dragonfly,"$30,323,400"
2002,The Banger Sisters,"$30,307,416"
2002,Bad Company,"$30,160,161"
2002,Space Station 3D,"$30,126,705"
2002,Kate & Leopold,"$29,899,574"
2002,The New Guy,"$29,760,152"
2002,Ghost Ship,"$29,662,862"
2002,Harry Potter and the Sorcerer's Stone,"$29,059,541"
2002,Analyze That,"$28,739,707"
2002,Swimfan,"$28,564,995"
2002,The Crocodile Hunter: Collision Course,"$28,442,574"
2002,Brown Sugar,"$27,273,283"
2002,Blood Work,"$26,235,081"
2002,All About the Benjamins,"$25,916,319"
2002,The Transporter,"$25,272,510"
2002,Jonah: A VeggieTales Movie,"$25,230,712"
2002,The Sweetest Thing,"$24,718,164"
2002,Beauty and the Beast2000 IMAX Release,"$24,168,654"
2002,The Hot Chick,"$23,995,607"
2002,Eight Crazy Nights,"$23,341,502"
2002,City by the Sea,"$22,457,568"
2002,The Wild Thornberrys,"$22,411,533"
2002,Ali,"$21,508,157"
2002,Van Wilder,"$21,305,259"
2002,Frida,"$20,518,988"
2002,Martin Lawrence Live: Runteldat,"$19,184,820"
2002,Hart's War,"$19,077,641"
2002,Rollerball,"$18,990,798"
2002,Tuck Everlasting,"$18,795,418"
2002,Super Troopers,"$18,492,362"
2002,"Monsters, Inc.","$18,407,006"
2002,The Four Feathers,"$18,306,166"
2002,Punch-Drunk Love,"$17,844,216"
2002,Amélie,"$17,436,294"
2002,Eight Legged Freaks,"$17,322,606"
2002,The Country Bears,"$16,990,825"
2002,Serving Sara,"$16,930,185"
2002,White Oleander,"$16,357,770"
2002,Kung Pow: Enter the Fist,"$16,037,962"
2002,Empire,"$15,413,065"
2002,Half Past Dead,"$15,374,912"
2002,Bowling for Columbine,"$15,364,197"
2002,The Next Best Thing,"$14,986,688"
2002,Solaris,"$14,838,227"
2002,Life or Something Like It,"$14,448,589"
2002,Ballistic: Ecks vs. Sever,"$14,307,963"
2002,Stealing Harvard,"$14,036,406"
2002,The Good Girl,"$14,018,296"
2002,Monsoon Wedding,"$13,885,966"
2002,Y tu mamá también,"$13,839,658"
2002,Hey Arnold! The Movie,"$13,728,902"
2002,The Emperor's Club,"$13,673,240"
2002,Juwanna Mann,"$13,670,733"
2002,Feardotcom,"$13,258,249"
2002,Jason X,"$13,121,555"
2002,Frailty,"$13,110,448"
2002,How High,"$12,944,920"
2002,Undisputed,"$12,764,457"
2002,They,"$12,616,304"
2002,The Majestic,"$11,884,012"
2002,Knockaround Guys,"$11,693,962"
2002,The Powerpuff Girls Movie,"$11,412,414"
2002,CyberWorld,"$11,315,437"
2002,Brotherhood of the Wolf,"$11,260,096"
2002,Abandon,"$10,727,683"
2002,Far from Heaven,"$10,303,978"
2002,Sorority Boys,"$10,200,032"
2002,Possession,"$10,113,616"
2002,S1m0ne,"$9,729,415"
2002,The Shipping News,"$9,242,154"
2002,Behind Enemy Lines,"$8,641,762"
2002,The Importance of Being Earnest,"$8,384,929"
2002,Death to Smoochy,"$8,364,691"
2002,Joe Somebody,"$8,194,551"
2002,Star Wars: Episode II - Attack of the Clones2002 IMAX Release,"$7,979,225"
2002,Not Another Teen Movie,"$7,387,484"
2002,Shackleton's Antarctic Adventure,"$7,335,696"
2002,Big Trouble,"$7,267,307"
2002,Trapped,"$7,073,251"
2002,Kissing Jessica Stein,"$7,025,722"
2002,Moonlight Mile,"$6,788,377"
2002,Spider-Man/Men in Black IIDouble Bill,"$6,632,970"
2002,Femme Fatale,"$6,630,252"
2002,The Rules of Attraction,"$6,529,218"
2002,Impostor,"$6,285,176"
2002,Deuces Wild,"$6,080,065"
2002,Iris,"$5,571,473"
2002,Spirited Away,"$5,384,953"
2002,The Truth About Charlie,"$5,350,371"
2002,Slackers,"$5,285,941"
2002,Formula 51,"$5,204,007"
2002,Real Women Have Curves,"$5,165,916"
2002,Birthday Girl,"$5,142,576"
2002,Hollywood Ending,"$4,850,753"
2002,Extreme Ops,"$4,775,724"
2002,Igby Goes Down,"$4,706,595"
2002,Adaptation.,"$4,551,555"
2002,Italian for Beginners,"$4,544,753"
2002,The Adventures of Pluto Nash,"$4,420,080"
2002,Lantana,"$4,338,191"
2002,EnigmaOriginal Release,"$4,301,582"
2002,The Crime of Padre Amaro,"$4,293,774"
2002,The Other Side of Heaven,"$4,272,708"
2002,Séraphin: Heart of Stone,"$4,265,443"
2002,Men with Brooms,"$4,245,870"
